4,1,823.20,275.69,39.73,33.13,1,2,1,-1
4,2,323.19,352.15,36.92,32.00,1,3,1,-1
4,3,901.97,104.63,32.00,37.84,1,2,1,-1
4,4,292.73,300.57,45.91,39.64,1,2,1,-1
4,5,53.47,275.55,52.28,39.50,1,1,1,-1
4,6,924.66,179.13,23.29,20.74,1,2,1,-1
4,7,347.02,306.78,32.79,28.41,1,2,1,-1
4,8,907.55,247.00,44.53,38.47,1,2,1,-1
4,9,542.06,49.63,37.11,33.28,1,3,1,-1
4,10,434.57,335.62,52.22,32.52,1,1,1,-1
4,11,263.10,340.78,30.42,27.70,1,2,1,-1
4,12,206.96,267.22,33.42,28.39,1,2,1,-1
4,13,992.94,163.29,38.52,35.70,1,3,1,-1
5,1,875.22,275.53,40.64,30.88,1,2,1,-1
5,2,369.70,353.03,36.26,32.72,1,3,1,-1
5,3,960.13,102.84,31.17,37.03,1,2,1,-1
5,14,481.59,294.93,49.80,44.36,1,1,1,-1
5,15,531.42,87.09,31.56,27.61,1,3,1,-1
5,4,320.97,301.28,49.57,31.27,1,2,1,-1
5,5,40.41,291.89,57.40,43.80,1,1,1,-1
5,6,990.48,180.32,21.64,20.21,1,2,1,-1
5,7,386.51,305.71,27.91,25.96,1,2,1,-1
5,8,971.35,245.77,46.30,38.13,1,2,1,-1
5,9,590.87,46.34,37.25,34.09,1,3,1,-1
5,10,448.74,339.70,48.47,38.61,1,2,1,-1
5,11,324.93,343.62,30.12,26.48,1,2,1,-1
5,12,228.79,250.31,28.81,24.52,1,2,1,-1
5,13,1057.79,170.50,38.87,36.64,1,3,1,-1
6,1,927.76,275.37,43.77,31.69,1,2,1,-1
6,16,534.44,133.39,40.19,33.91,1,3,1,-1
6,2,420.76,355.71,34.64,29.33,1,3,1,-1
6,3,1013.87,103.33,38.88,37.80,1,2,1,-1
6,14,556.46,285.04,49.94,51.29,1,1,1,-1
6,15,498.79,63.44,22.93,29.42,1,3,1,-1
6,4,365.94,302.84,47.00,35.39,1,2,1,-1
6,5,63.52,296.08,57.13,47.94,1,1,1,-1
6,6,1061.18,181.94,22.62,18.62,1,1,1,-1
6,7,438.98,304.37,26.54,25.99,1,2,1,-1
6,17,1002.02,57.29,22.89,16.29,1,3,1,-1
6,8,1035.39,245.69,47.45,38.76,1,2,1,-1
6,9,641.39,45.65,38.85,35.18,1,3,1,-1
6,10,483.95,335.23,46.69,41.05,1,2,1,-1
6,11,394.15,343.12,27.16,24.70,1,2,1,-1
6,12,277.75,243.09,27.51,22.71,1,2,1,-1
6,13,1121.97,173.54,39.68,36.90,1,3,1,-1
7,1,977.25,272.43,46.81,32.63,1,2,1,-1
7,16,596.32,135.47,37.44,31.10,1,3,1,-1
7,2,473.71,357.69,30.58,26.94,1,3,1,-1
7,3,1069.57,104.05,34.65,34.93,1,2,1,-1
7,14,614.85,280.15,56.45,51.80,1,1,1,-1
7,15,574.02,69.30,28.30,27.10,1,3,1,-1
7,4,416.02,301.89,47.00,41.58,1,2,1,-1
7,5,65.56,304.03,41.22,39.36,1,3,1,-1
7,6,1129.74,178.95,22.61,17.31,1,2,1,-1
7,7,494.22,300.72,29.74,27.43,1,2,1,-1
7,17,1007.24,53.14,27.21,17.16,1,3,1,-1
7,8,1096.72,242.91,46.41,37.49,1,2,1,-1
7,9,699.43,48.94,22.14,24.05,1,2,1,-1
7,10,529.30,326.42,48.35,41.01,1,2,1,-1
7,11,461.36,340.18,27.04,27.07,1,2,1,-1
7,12,338.42,239.53,27.14,22.20,1,2,1,-1
7,13,1181.78,171.40,40.63,35.53,1,3,1,-1
8,1,1023.26,266.22,46.95,33.61,1,2,1,-1
8,16,649.00,132.86,39.14,31.53,1,3,1,-1
8,2,514.32,355.34,35.20,27.70,1,3,1,-1
8,3,1119.67,100.13,32.32,34.76,1,2,1,-1
8,14,659.35,274.87,56.85,52.66,1,1,1,-1
8,15,583.38,62.95,18.81,17.47,1,2,1,-1
8,4,465.00,299.29,45.56,41.88,1,2,1,-1
8,5,85.52,305.19,39.77,38.31,1,3,1,-1
8,6,1194.00,172.92,22.39,17.52,1,2,1,-1
8,7,546.39,296.34,29.21,27.12,1,2,1,-1
8,17,1028.46,51.71,29.65,18.27,1,3,1,-1
8,8,1150.91,236.32,48.99,37.86,1,2,1,-1
8,9,748.31,45.60,19.52,23.22,1,2,1,-1
8,10,577.16,315.41,45.22,41.00,1,2,1,-1
8,11,522.97,335.07,24.14,24.15,1,2,1,-1
8,12,396.89,235.58,27.04,24.21,1,2,1,-1
8,13,1233.97,163.94,42.33,34.43,1,3,1,-1
9,1,1078.27,261.44,49.86,33.89,1,2,1,-1
9,16,707.08,128.65,42.55,31.60,1,3,1,-1
9,2,561.30,348.09,35.06,33.67,1,3,1,-1
9,3,1177.36,95.67,34.89,35.73,1,2,1,-1
9,14,708.99,271.84,55.52,52.91,1,1,1,-1
9,15,692.11,67.27,29.01,21.44,1,3,1,-1
9,4,519.50,295.10,45.88,44.84,1,2,1,-1
9,18,163.29,320.50,54.29,46.48,1,2,1,-1
9,5,129.90,309.58,32.03,26.59,1,2,1,-1
9,6,1257.66,171.13,22.39,17.52,1,2,1,-1
9,7,605.12,292.22,29.78,28.47,1,2,1,-1
